id,date_ech,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg
1473496,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27590,Saint-Pierre-de-Cernières,1,1,2,1,1,0.515388846,48.9454498,518035.688,6874583.5,2154
1473497,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27589,Saint-Pierre-de-Bailleul,1,1,2,1,1,1.39029849,49.1223564,582500.813,6892592.5,2154
1473498,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27587,Saint-Philbert-sur-Risle,1,1,2,1,1,0.649948359,49.2949181,529044,6913133.5,2154
1473499,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27586,Saint-Philbert-sur-Boissey,1,1,2,1,1,0.786892474,49.2557487,538881.313,6908490,2154
1473500,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27584,Saint-Paul-de-Fourques,1,1,2,1,1,0.795563877,49.2201538,539401.875,6904514.5,2154
1473501,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27582,Saint-Ouen-du-Tilleul,1,1,2,1,1,0.949820101,49.2938118,550849.875,6912402.5,2154
1473502,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27580,Saint-Ouen-de-Thouberville,1,1,2,1,1,0.893193066,49.3561249,546916.188,6919440.5,2154
1473503,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27579,Saint-Ouen-de-Pontcheuil,1,1,2,1,1,0.952361465,49.2353058,550866,6905892,2154
1473504,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27578,Sainte-Marie-d'Attez,1,1,2,1,1,0.954599082,48.8033142,549784.625,6857861,2154
1473505,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27577,Sainte-Opportune-la-Mare,1,1,2,1,1,0.54319936,49.4171944,521704.094,6926966,2154
1473506,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27576,Sainte-Opportune-du-Bosc,1,1,2,1,1,0.837484121,49.1618385,542277.5,6897946,2154
1473507,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27572,Saint-Meslin-du-Bosc,1,1,2,1,1,0.877669215,49.2143364,545364.625,6903703.5,2154
1473508,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27571,Saint-Martin-Saint-Firmin,1,1,2,1,1,0.560523093,49.2884178,522518.406,6912608,2154
1473510,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27569,Saint-Martin-du-Tilleul,1,1,2,1,1,0.52947706,49.1091957,519636.813,6892753,2154
1473515,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27563,Saint-Mards-de-Blacarville,1,1,2,1,1,0.514611125,49.3779602,519492.688,6922668.5,2154
1473550,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27522,Saint-Christophe-sur-Condé,1,1,2,1,1,0.598585546,49.2870789,525282.188,6912374,2154
1473585,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27475,La Poterie-Mathieu,1,1,2,1,1,0.512599826,49.2594948,518931.594,6909501,2154
1473606,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27453,Perriers-sur-Andelle,1,1,2,1,1,1.36998415,49.4127655,581685,6924921,2154
1473621,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27434,Noards,1,1,2,1,1,0.507952273,49.2142525,518434.594,6904481.5,2154
1473639,2022-06-25T00:00:00.000,2,Moyen,#50CCAA,2022-06-25T09:24:56.000,Atmo Normandie,commune,27415,Morainville-Jouveaux,1,1,2,1,1,0.445489943,49.2220383,513913.313,6905492.5,2154
